case_id,image_id,image_name,psf_id,psf_type,noise_sigma,method,param,psnr,ssim,mae,psnr_blurred,ssim_blurred,mae_blurred,delta_psnr_vs_blurred,delta_ssim_vs_blurred,delta_mae_vs_blurred
triple_003_mandrill_gauss_iso_mild_sigma_0.10,4.2.03,mandrill,gauss_iso_mild,gauss,0.1,tv_montalto,0.04,22.258579918142928,0.40472016429547114,0.05719097703695297,18.10547091621429,0.17482374307596962,0.09851069003343582,4.153109001928637,0.22989642121950152,-0.04131971299648285
triple_003_mandrill_gauss_iso_mild_sigma_0.10,4.2.03,mandrill,gauss_iso_mild,gauss,0.1,wiener,0.2,18.649472090614754,0.3974062564127907,0.09881320595741272,18.10547091621429,0.17482374307596962,0.09851069003343582,0.5440011744004636,0.22258251333682108,0.0003025159239768982
triple_004_mandrill_gauss_aniso_rot_sigma_0.01,4.2.03,mandrill,gauss_aniso_rot,gauss,0.01,blurred,,21.672626917764937,0.36394083319198184,0.06282640993595123,21.672626917764937,0.36394083319198184,0.06282640993595123,0.0,0.0,0.0
triple_004_mandrill_gauss_aniso_rot_sigma_0.01,4.2.03,mandrill,gauss_aniso_rot,gauss,0.01,richardson_lucy,30.0,22.522224176622135,0.4544490428529836,0.055751971900463104,21.672626917764937,0.36394083319198184,0.06282640993595123,0.8495972588571981,0.09050820966100176,-0.007074438035488129
triple_004_mandrill_gauss_aniso_rot_sigma_0.01,4.2.03,mandrill,gauss_aniso_rot,gauss,0.01,tv_montalto,0.005,22.361578473801437,0.41605800071089305,0.05602683126926422,21.672626917764937,0.36394083319198184,0.06282640993595123,0.6889515560364998,0.05211716751891121,-0.006799578666687012
triple_004_mandrill_gauss_aniso_rot_sigma_0.01,4.2.03,mandrill,gauss_aniso_rot,gauss,0.01,wiener,0.01,22.689808344317225,0.47464158656772387,0.05464198812842369,21.672626917764937,0.36394083319198184,0.06282640993595123,1.0171814265522876,0.11070075337574203,-0.008184421807527542
triple_005_mandrill_gauss_aniso_rot_sigma_0.05,4.2.03,mandrill,gauss_aniso_rot,gauss,0.05,blurred,,20.384388930789946,0.24381833908574033,0.07473640143871307,20.384388930789946,0.24381833908574033,0.07473640143871307,0.0,0.0,0.0
triple_005_mandrill_gauss_aniso_rot_sigma_0.05,4.2.03,mandrill,gauss_aniso_rot,gauss,0.05,richardson_lucy,16.0,20.561047272295117,0.28974681433961635,0.07316000759601593,20.384388930789946,0.24381833908574033,0.07473640143871307,0.17665834150517057,0.04592847525387603,-0.0015763938426971436
triple_005_mandrill_gauss_aniso_rot_sigma_0.05,4.2.03,mandrill,gauss_aniso_rot,gauss,0.05,tv_montalto,0.02,21.94466967184542,0.36983201873234584,0.059417739510536194,20.384388930789946,0.24381833908574033,0.07473640143871307,1.5602807410554753,0.1260136796466055,-0.01531866192817688
triple_005_mandrill_gauss_aniso_rot_sigma_0.05,4.2.03,mandrill,gauss_aniso_rot,gauss,0.05,wiener,0.1,20.588161407949816,0.3751160190795816,0.07532614469528198,20.384388930789946,0.24381833908574033,0.07473640143871307,0.20377247715986968,0.13129767999384126,0.0005897432565689087
triple_006_mandrill_gauss_aniso_rot_sigma_0.10,4.2.03,mandrill,gauss_aniso_rot,gauss,0.1,blurred,,17.75404601425189,0.13090855515227984,0.102950319647789,17.75404601425189,0.13090855515227984,0.102950319647789,0.0,0.0,0.0
triple_006_mandrill_gauss_aniso_rot_sigma_0.10,4.2.03,mandrill,gauss_aniso_rot,gauss,0.1,richardson_lucy,12.0,17.49041825096805,0.15724335870238876,0.10611607134342194,17.75404601425189,0.13090855515227984,0.102950319647789,-0.2636277632838393,0.02633480355010892,0.0031657516956329346
triple_006_mandrill_gauss_aniso_rot_sigma_0.10,4.2.03,mandrill,gauss_aniso_rot,gauss,0.1,tv_montalto,0.04,21.654285476988015,0.34783363938074663,0.06189868971705437,17.75404601425189,0.13090855515227984,0.102950319647789,3.900239462736124,0.2169250842284668,-0.041051629930734634
triple_006_mandrill_gauss_aniso_rot_sigma_0.10,4.2.03,mandrill,gauss_aniso_rot,gauss,0.1,wiener,0.2,18.310905443610718,0.3336267390826848,0.10227034240961075,17.75404601425189,0.13090855515227984,0.102950319647789,0.5568594293588269,0.20271818393040497,-0.0006799772381782532
triple_007_mandrill_sca_mild_sigma_0.01,4.2.03,mandrill,sca_mild,sca,0.01,blurred,,21.163935985542427,0.2930555818311154,0.06650513410568237,21.163935985542427,0.2930555818311154,0.06650513410568237,0.0,0.0,0.0
triple_007_mandrill_sca_mild_sigma_0.01,4.2.03,mandrill,sca_mild,sca,0.01,richardson_lucy,30.0,22.341960718983543,0.4246009992833147,0.05716531351208687,21.163935985542427,0.2930555818311154,0.06650513410568237,1.1780247334411165,0.13154541745219928,-0.009339820593595505
triple_007_mandrill_sca_mild_sigma_0.01,4.2.03,mandrill,sca_mild,sca,0.01,tv_montalto,0.005,22.14806177717594,0.384582803585098,0.05760134756565094,21.163935985542427,0.2930555818311154,0.06650513410568237,0.9841257916335131,0.09152722175398259,-0.008903786540031433
triple_007_mandrill_sca_mild_sigma_0.01,4.2.03,mandrill,sca_mild,sca,0.01,wiener,0.01,22.834591154852312,0.48641829052858054,0.054774366319179535,21.163935985542427,0.2930555818311154,0.06650513410568237,1.6706551693098852,0.19336270869746514,-0.011730767786502838
triple_008_mandrill_sca_mild_sigma_0.05,4.2.03,mandrill,sca_mild,sca,0.05,blurred,,19.938069784582723,0.18201534530193947,0.07867671549320221,19.938069784582723,0.18201534530193947,0.07867671549320221,0.0,0.0,0.0
triple_008_mandrill_sca_mild_sigma_0.05,4.2.03,mandrill,sca_mild,sca,0.05,richardson_lucy,16.0,20.281381051536155,0.24211537061245536,0.07557649165391922,19.938069784582723,0.18201534530193947,0.07867671549320221,0.3433112669534317,0.06010002531051589,-0.0031002238392829895
triple_008_mandrill_sca_mild_sigma_0.05,4.2.03,mandrill,sca_mild,sca,0.05,tv_montalto,0.02,21.67116326387978,0.33891250555969726,0.06136754900217056,19.938069784582723,0.18201534530193947,0.07867671549320221,1.7330934792970574,0.1568971602577578,-0.017309166491031647
triple_008_mandrill_sca_mild_sigma_0.05,4.2.03,mandrill,sca_mild,sca,0.05,wiener,0.1,20.38319720761022,0.33775050702067844,0.07695380598306656,19.938069784582723,0.18201534530193947,0.07867671549320221,0.44512742302749686,0.15573516171873897,-0.0017229095101356506
triple_009_mandrill_sca_mild_sigma_0.10,4.2.03,mandrill,sca_mild,sca,0.1,blurred,,17.555623628667764,0.10146668477009446,0.10508114099502563,17.555623628667764,0.10146668477009446,0.10508114099502563,0.0,0.0,0.0
triple_009_mandrill_sca_mild_sigma_0.10,4.2.03,mandrill,sca_mild,sca,0.1,richardson_lucy,12.0,17.495668957127457,0.13360463267179848,0.10562397539615631,17.555623628667764,0.10146668477009446,0.10508114099502563,-0.0599546715403072,0.03213794790170402,0.0005428344011306763
